# LAMMPS data file written by OVITO Basic 3.9.2

400 atoms
4 atom types

4.184406575 22.6397829168 xlo xhi
5.0243022241 25.5862578343 ylo yhi
4.1908195693 22.8622470041 zlo zhi

Masses

1 18.998
2 6.941
3 22.989
4 39.098

Atoms  # atomic

1 1 9.6811558647 7.0125076227 5.251048569 
2 1 8.8064633029 10.2047018825 5.5956092237 
3 3 4.6962941209 7.2106344022 8.4937807216 
4 1 6.9648935747 7.2546986731 6.2407742588 
5 2 6.5873703962 5.4675830317 7.1103773201 
6 4 9.2498537195 7.4191326321 7.8759618592 
7 1 7.3818743477 5.9410302844 8.7442765921 
8 1 4.2901693539 5.7069632628 6.9990582697 
9 2 8.4157998965 8.3859969088 5.1840368159 
10 2 10.2165832431 5.311920803 5.6955405705 
11 1 5.8396212951 8.8243572404 8.8241156158 
12 3 6.6527024285 9.7124897891 6.5771026811 
13 4 4.2349274296 7.6122505192 5.0857168134 
14 1 9.9811110963 6.9970203577 10.1632677343 
15 2 4.2803247025 9.7883428433 8.5410754473 
16 2 7.3492083316 6.5327396248 4.3140829185 
17 4 7.1962132617 6.5285182554 11.2243089411 
18 1 7.2447693569 9.3188722728 11.6291801736 
19 1 5.6578893588 7.6759103337 13.0521856727 
20 1 7.2616191155 5.3834167788 16.3246707449 
21 1 6.344663742 8.2903221293 16.2445889927 
22 4 7.8453995799 8.2894996511 14.1993208315 
23 4 4.4646939121 9.1260628151 11.8707324303 
24 1 8.8520849933 6.0556282316 13.9619323031 
25 1 4.6197762851 5.961906838 16.4752371358 
26 1 5.8639417901 5.6539442602 22.5269641817 
27 2 4.9969912587 10.3055377128 21.8816796496 
28 1 4.9766146777 8.5132137281 21.034519644 
29 2 5.9741056225 6.5162263183 17.3801105236 
30 4 9.3304298927 6.7366114147 16.7343405343 
31 3 7.0089834688 8.3533033993 20.0880463159 
32 2 4.5918090078 6.8689461048 19.966047209 
33 1 7.6047045617 8.6257493112 22.254006584 
34 2 7.0235447607 5.3401256375 20.6769431372 
35 4 4.9547819675 10.1642153919 17.4433133054 
36 2 7.1548547634 10.2617818713 10.1860655472 
37 4 4.794545008 13.2304142125 4.9416555478 
38 1 9.6231875276 14.1515486999 8.2810384774 
39 1 7.966282295 13.83559369 5.1803043976 
40 1 5.2231268306 11.5094813377 7.5596118642 
41 1 6.2706023167 14.1816719649 7.7210076829 
42 2 5.62869849 12.7982430295 8.8618879135 
43 4 8.3943547492 12.1895885815 7.0258704395 
44 1 8.4412683159 10.5677848947 9.1991499073 
45 2 7.0772129951 15.0072139207 6.5241878558 
46 2 6.7083822989 13.9999454012 11.5350948508 
47 1 5.3019552796 13.897217871 12.8450448568 
48 1 8.1080195853 13.6894804334 12.8076086447 
49 2 9.4265085819 12.6025960218 14.1495054631 
50 4 6.6776171865 11.4901325375 13.4412048633 
51 2 9.7643527012 14.2529191411 16.3731791134 
52 1 6.8233039274 12.2717335941 16.2238637082 
53 1 8.9738535664 10.7198816803 14.2034845598 
54 4 6.223393464 14.785165362 15.3702433888 
55 1 10.383604399 12.597414409 15.6396160724 
56 1 4.1689295827 10.9923687161 13.2613243314 
57 4 9.2196238131 12.8867005625 10.5533885391 
58 2 5.775226796 11.8736541335 20.2336647784 
59 1 6.52919905 13.1456989554 21.4281506772 
60 1 4.9283169578 12.5281206186 18.8248308928 
61 1 9.4660769088 14.1225563425 21.2643089014 
62 1 9.9555688555 11.7159850579 18.5530869379 
63 4 7.5307354133 13.4028262103 18.4627172291 
64 1 6.8855908225 10.4019732846 19.6632713417 
65 1 8.9018406879 11.2085776793 21.724223502 
66 3 4.7146885945 14.4514859464 20.1368160843 
67 2 8.1641608401 13.0523271149 21.9724788012 
68 4 8.7201475078 10.4264420118 16.9372429362 
69 2 8.8361580035 10.5201428435 20.0733892453 
70 2 7.6601629676 10.3357226636 22.6423909461 
71 1 5.0522060537 15.7435375511 5.5087292047 
72 1 9.7877172077 17.5912348822 9.4826195186 
73 1 8.1224516896 16.3187376973 6.6834551318 
74 1 7.5397970031 18.9204625026 4.7150404331 
75 1 5.3954336063 17.1912431597 8.8563798424 
76 3 9.4664644717 17.8105281388 5.6952380934 
77 4 5.5838390067 18.1284159725 6.4965354718 
78 2 9.4446502168 15.8392328925 8.0378431351 
79 1 7.2613607402 20.2168938039 7.4528673135 
80 2 10.0588082307 19.2483845707 10.3333831096 
81 4 7.203632323 18.6317520839 9.3250700139 
82 2 5.9768314816 15.4463144827 9.3421917128 
83 1 5.6024032698 17.1543138874 14.0954890235 
84 2 6.7912653941 18.5572972426 14.5877985507 
85 1 7.2141334322 15.3550193998 10.5878373227 
86 3 9.3797980244 19.9385877347 13.1562415378 
87 2 8.9605103293 16.5799567814 15.4286289423 
88 4 4.4265318849 16.5403750168 11.5588449065 
89 4 9.1103864405 16.3938505212 12.073970918 
90 2 5.6978212566 19.5805835255 22.4322813732 
91 4 6.3270573129 17.3172468237 18.8486556342 
92 4 7.8560114213 15.9948252106 22.2531850412 
93 1 5.5900547775 16.450416461 21.0555996855 
94 1 8.8041010148 16.3617533085 19.6563068993 
95 1 5.9404596259 19.2548204628 20.5709454436 
96 4 9.3522256921 18.7410594399 20.6641718808 
97 2 5.4259329612 19.9019874537 17.2010141916 
98 2 9.4889062093 16.1894852443 18.0600305536 
99 2 4.4562561141 16.5930547471 22.4945692551 
100 1 4.994036553 15.3496321675 17.8632897227 
101 1 10.2307938829 17.7336058629 17.1460641807 
102 3 8.8028275938 19.63688216 17.0333447732 
103 1 10.0876170732 17.0657946685 22.4208357882 
104 1 4.290887268 18.4757074028 18.1146258074 
105 1 8.3265681519 15.3636759831 16.756298133 
106 2 8.0405467294 23.5963334562 7.0678064656 
107 1 8.8696176008 22.1179905337 6.0288852988 
108 2 6.7362868279 24.4252681347 9.2129107493 
109 2 4.5148168688 24.6082489777 7.1315320474 
110 2 8.9079309621 20.9729774736 7.5898409052 
111 4 5.3403203159 21.6525501065 8.706093523 
112 1 8.3862343836 23.2334149397 8.7933637748 
113 2 7.3102121214 20.6502575803 5.5841860444 
114 4 7.0568751704 23.9163597333 4.392816407 
115 1 8.1866394885 25.3776567946 6.2893012987 
116 1 5.8868670586 21.5204806656 4.8799894244 
117 3 9.2301249222 25.3109538106 9.4126950228 
118 2 6.9518087129 24.0601906128 12.2911382905 
119 1 8.3606736874 23.6532489493 14.6535033038 
120 1 6.3437409731 25.3055254544 13.6534989933 
121 1 8.3634789046 24.6561377723 11.4181930436 
122 3 4.5701239406 23.0562120062 12.3883604131 
123 3 6.9593569618 21.849184088 15.0784276494 
124 1 10.3790828318 22.0784498931 12.7229710642 
125 3 9.6946467448 24.7972955975 12.9902152051 
126 2 7.7983568256 25.4239623187 14.6269712054 
127 1 6.522481293 22.4206419583 11.4761678258 
128 3 9.1842448567 22.5429239083 10.778565954 
129 1 5.6407221677 24.7511340072 10.803249581 
130 2 9.948629634 22.4136303315 14.3601751788 
131 2 5.8241999827 24.9903929227 15.3260854629 
132 1 9.0071101545 20.9192285216 15.2393753539 
133 2 6.6608597048 20.4883116179 11.7535318803 
134 4 6.8222519709 21.7284031608 20.0389031189 
135 4 8.6284611981 23.7702670387 17.267297759 
136 2 4.7592011167 22.1966811378 16.6799319948 
137 2 10.3927028995 21.9517882465 20.0038195067 
138 1 13.2772966771 8.3847837534 4.6781568953 
139 1 12.5018571293 8.0417897719 8.9253707668 
140 4 14.7891057409 8.1481978921 10.0347896421 
141 4 12.8563110874 6.6698878688 6.7625659699 
