number,T,P,T_avg,P_avg,"Dens, g/cm^3","dDens, g/cm^3","V, A^3","L, A","D_F, cm^2/s","D_Li, cm^2/s","D_Na, cm^2/s","D_K, cm^2/s"
56,1200.0,0.0,1201.4231141716568,-147.86188994211574,1.8394382267465073,0.08838310740942476,1049.9207261876247,10.16370777245992,5.9183951912198574e-05,6.383497055308813e-05,2.6834757782126413e-05,7.583340050095495e-05
56,1200.0,0.0,1188.7922511576844,121.46871536127752,1.8482416083832336,0.08786845672361793,1044.845898483034,10.147305774533336,6.216958672716954e-05,3.993973026203501e-05,1.507925765509787e-05,6.10854856102534e-05
56,1200.0,0.0,1193.0955639121757,325.0444092754491,1.8166110660678643,0.09989168181823375,1063.9223197804392,10.208688994190243,8.060315882851543e-05,8.520947607739294e-05,5.288978364136042e-06,8.58196402341129e-05
56,1200.0,0.0,1203.9386548502994,46.8701603433134,1.8318570435129742,0.08784367489634436,1054.2389092814371,10.177622701962767,8.342148130647705e-05,6.770500880683951e-05,7.623927954325351e-06,6.164916694315031e-05
56,1200.0,0.0,1201.1513648103792,-18.30525524950097,1.8438560165668665,0.09577960759259473,1047.7983336327347,10.156854579047259,7.158444149706342e-05,5.293062018717388e-05,5.804272888457976e-05,3.2355309437605006e-05
56,1200.0,0.0,1193.8119846906186,94.10793156327352,1.8467897049900202,0.09355626750558658,1045.9986194411179,10.15103605767188,7.37709786770609e-05,5.20971607585758e-05,1.8108198333111646e-05,6.427599476277744e-05
56,1200.0,0.0,1205.852065968064,-57.002652075848324,1.822578352295409,0.09922691625942749,1060.3588149301397,10.197278573374698,5.869534482243671e-05,4.409818893604597e-05,3.3297958181639214e-06,3.518740282581343e-05
56,1200.0,0.0,1200.1796990419161,148.1108191329341,1.823353871057884,0.0964627559785381,1059.6903749700598,10.195135367637286,8.174546170090748e-05,5.252299742330743e-05,4.714268328831917e-05,6.566622203056137e-05
56,1200.0,0.0,1196.940801516966,-194.10906051151696,1.8115234239520956,0.08711419824860439,1066.1006146906188,10.215651399741601,8.426590311054802e-05,4.7359890156823386e-05,1.9574241645401554e-05,6.837492696722957e-05
56,1200.0,0.0,1195.4608721157686,-159.14351003253492,1.853334900998004,0.08269933600087659,1041.706832714571,10.13713361655662,7.588700887556475e-05,4.797349628807233e-05,2.7790800622790836e-05,7.248694366806183e-05
